Cement,Blast_Furnace_Slag,Fly_Ash,Water,Superplasticizer,Coarse_Aggregate,Fine_Aggregate,Age,Water_Binder_Ratio,Log_Age,Cement_x_Age,SCM_Ratio,Concrete_Strength
336.0,0.0,0.0,182.0,1.3862943611198906,986.0,817.0,28,0.5416666505456355,3.367295829986474,9408.0,0.0,44.86420332
140.1,1.6486586255873816,5.379436417832829,193.9,1.7404661748405044,1049.5,710.1,28,0.5383120339169342,3.367295829986474,3922.7999999999997,0.6110494169905608,26.42
350.0,0.0,0.0,203.0,0.0,974.0,775.0,14,0.579999983428572,2.70805020110221,4900.0,0.0,22.53207568
162.0,5.003946305945459,5.25227342804663,179.0,2.995732273553991,838.0,741.0,28,0.35799999284000017,3.367295829986474,4536.0,0.676,42.08
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,0.8044444086913596,2.0794415416798357,1575.0,0.0,11.169511199999999
289.0,4.90527477843843,0.0,195.0,1.9459101490553132,924.0,760.0,28,0.46099289690324124,3.367295829986474,8092.0,0.31678486997635935,46.24315532
162.0,5.25227342804663,5.003946305945459,179.0,2.995732273553991,838.0,741.0,28,0.35799999284000017,3.367295829986474,4536.0,0.676,33.75674496
288.0,5.262690188904886,0.0,192.0,0.0,932.0,717.8,7,0.3999999916666669,2.0794415416798357,2016.0,0.4,23.523542168
446.0,3.2188758248682006,4.382026634673881,162.0,2.534490149976828,967.0,712.0,7,0.29508196183821567,2.0794415416798357,3122.0,0.18761384335154827,52.00717468
475.0,0.0,4.0943445622221,142.0,1.0647107369924282,1098.0,641.0,28,0.26591759801652437,3.367295829986474,13300.0,0.1104868913857678,57.226507999999995
322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,0.6304347630299764,5.198497031265826,57960.0,0.0,29.58541516
355.0,2.995732273553991,4.584967478670572,145.0,2.648300196696436,967.0,871.0,28,0.3078556197907512,3.367295829986474,9940.0,0.24628450106157113,44.02993736
165.0,4.863680881139593,4.891100725401066,175.06,2.206074192613202,1005.8,746.6,56,0.41132517830532944,4.04305126783455,9240.0,0.612312030075188,53.72396992
181.38,0.0,5.124023501441311,169.59,2.1471001901536506,1055.6,777.8,14,0.48678204062165853,2.70805020110221,2539.3199999999997,0.47937656075088264,21.601283079999998
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,0.6286644746363363,4.51085950651685,27630.0,0.0,32.922478999999996
141.3,5.3612921657094255,0.0,203.5,0.0,971.8,748.5,7,0.575997719332077,2.0794415416798357,989.1000000000001,0.6000566091140673,10.3938507
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,0.7529411469434845,2.0794415416798357,1785.0,0.0,10.222171176
322.0,0.0,5.0106352940962555,186.0,2.1972245773362196,951.0,709.0,28,0.3949044502143429,3.367295829986474,9016.0,0.31634819532908703,45.42
102.0,5.0369526024136295,0.0,192.0,0.0,887.0,942.0,7,0.7529411469434845,2.0794415416798357,714.0,0.6,7.675936308
213.74,0.0,5.169005630067697,154.79,2.412335956953165,1053.5,776.35,14,0.3984503604188025,2.70805020110221,2992.36,0.44980436573311366,33.72916592
290.35,0.0,4.576564928977757,168.08,2.3427668826268775,961.18,865.0,56,0.4348433385547477,4.04305126783455,16259.600000000002,0.2488293276071715,45.08483564
382.0,0.0,0.0,186.0,0.0,1111.0,784.0,7,0.4869109820180372,2.0794415416798357,2674.0,0.0,11.46598588
202.0,2.4849066497880004,4.955827057601261,206.0,1.000631880307906,942.0,801.0,3,0.5819208875163592,1.3862943611198906,606.0,0.4293785310734463,9.84965714581204
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,0.7279999708800011,2.0794415416798357,1750.0,0.0,12.73462172
190.68,0.0,4.839451481712757,162.14,2.1713368063840917,1090.0,804.01,100,0.5129713834164963,4.61512051684126,19068.0,0.39673500379650717,40.56876784
250.0,0.0,4.5715099844954565,187.42,1.8764069432883397,956.86,861.17,14,0.5421620370227072,2.70805020110221,3500.0,0.2768087014377043,24.91766264
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,0.6193548187304898,5.8888779583328805,111600.0,0.0,38.11423328
277.05,0.0,4.588939172877674,160.6,2.551786178627545,973.9,875.61,14,0.42890715658297307,2.70805020110221,3878.7000000000003,0.2600950753124666,41.885667
218.23,4.018902367055242,4.82655218668264,140.75,2.558002204858551,1075.7,792.67,3,0.35484683335820416,1.3862943611198906,654.6899999999999,0.4498172192108913,27.42046052
298.0,0.0,4.68213122712422,186.0,1.9459101490553132,879.0,815.0,28,0.45925924791952477,3.367295829986474,8344.0,0.2641975308641975,42.63719584
262.0,4.718498871295094,4.465908118654584,195.0,1.791759469228055,895.0,733.0,28,0.4248365920514904,3.367295829986474,7336.0,0.42919389978213507,33.7153764
133.0,5.303304908059076,0.0,192.0,0.0,927.4,839.2,90,0.5765765592619653,4.51085950651685,11970.0,0.6006006006006006,36.588422892
295.71,0.0,4.570992734186505,171.54,2.28949985344539,955.14,859.2,100,0.43832885043237896,4.61512051684126,29570.999999999996,0.24438482177079343,52.04164848
213.5,0.0,5.166156462945698,154.61,2.5384474167160302,1052.3,775.48,14,0.39874657247777967,2.70805020110221,2989.0,0.4493732913808222,33.70158688
380.0,4.564348191467836,0.0,228.0,0.0,932.0,594.0,28,0.4799999898947371,3.367295829986474,10640.0,0.2,36.447769788
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,28,0.5501432507122278,3.367295829986474,9772.0,0.0,33.60506024
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,0.5999999842105268,5.198497031265826,68400.0,0.0,53.104130996
166.8,5.526249434594043,0.0,203.5,0.0,975.6,692.6,3,0.4880095806232715,1.3862943611198906,500.40000000000003,0.6,6.902344236
214.9,4.00369019395397,4.811289646296506,155.63,2.361796952625892,1014.3,780.58,56,0.39844849078449296,4.04305126783455,12034.4,0.4498067026805602,53.95839176
173.54,3.9328055446106744,5.162096646636745,164.77,2.010894999144726,1006.2,793.5,56,0.41491235860917713,4.04305126783455,9718.24,0.5630036261079774,53.77223324
183.9,4.817050545023591,0.0,203.5,0.0,959.2,800.0,90,0.6639477760539062,4.51085950651685,16551.0,0.39999999999999997,32.53292506
304.0,4.343805421853684,0.0,228.0,0.0,932.0,670.0,365,0.5999999842105268,5.902633333401366,110960.0,0.2,55.260122448
296.0,4.584967478670572,0.0,219.0,2.302585092994046,932.0,685.0,28,0.5572518942175091,3.367295829986474,8288.0,0.24681933842239187,29.23
238.0,0.0,0.0,186.0,0.0,1119.0,789.0,28,0.7815125722053541,3.367295829986474,6664.0,0.0,17.54026944
401.8,4.5612182984589085,0.0,147.4,2.517696472610991,946.8,852.1,7,0.2968781410497857,2.0794415416798357,2812.6,0.19073514602215508,54.09628696
159.0,5.3471075307174685,5.087596335232384,201.0,2.0794415416798357,848.0,669.0,28,0.37996218563398515,3.367295829986474,4452.0,0.6994328922495274,30.881630039999997
182.04,3.833196224882175,4.811940423184356,170.21,2.2181159363675955,1059.4,780.65,3,0.4874004785693695,1.3862943611198906,546.12,0.47872401351583527,7.3153403599999995
303.6,4.948050418904635,0.0,213.5,1.9740810260220096,895.5,722.5,28,0.48139795983319145,3.367295829986474,8500.800000000001,0.315445321307779,33.419591196
192.0,5.666426688112432,0.0,192.0,0.0,929.8,716.1,28,0.3999999916666669,3.367295829986474,5376.0,0.6,39.321505756
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,0.689530661027774,1.3862943611198906,831.0,0.0,11.36256448
148.1,0.0,4.924350925499243,158.1,2.8390784635086144,1001.8,830.1,28,0.5553213714323368,3.367295829986474,4146.8,0.47980330172110996,17.959470848000002
159.0,5.267858159063328,0.0,208.0,2.5649493574615367,821.0,818.0,28,0.5909090741219013,3.367295829986474,4452.0,0.5482954545454546,19.19
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360,0.5501432507122278,5.8888779583328805,125640.0,0.0,42.126983599999996
491.0,3.295836866004329,4.820281565605037,201.0,1.5953389880545987,822.0,699.0,28,0.3140624950927735,3.367295829986474,13748.0,0.2328125,57.915983999999995
236.0,0.0,0.0,193.0,0.0,968.0,885.0,7,0.8177965755170943,2.0794415416798357,1652.0,0.0,9.99050724
359.0,2.995732273553991,4.955827057601261,154.0,2.477378383367209,942.0,801.0,7,0.2967244644176404,2.0794415416798357,2513.0,0.30828516377649323,35.75425543054136
150.3,4.722063937459591,5.479805242593414,167.3,2.0149030205422647,999.5,670.5,28,0.3342657275870983,3.367295829986474,4208.400000000001,0.6997002997002997,38.19
379.5,5.025195445427586,0.0,153.9,2.827313621929028,1134.3,605.0,28,0.28999434162437643,3.367295829986474,10626.0,0.2849067269643866,52.20022796
388.6,4.585987366571318,0.0,157.9,2.5726122302071057,852.1,925.7,28,0.32509779030064256,3.367295829986474,10880.800000000001,0.19991764463660694,50.69717028
475.0,4.785823685681349,0.0,181.1,2.2925347571405443,852.1,781.5,28,0.30498483824545575,3.367295829986474,13300.0,0.20006736274840015,68.29949256
198.6,4.893352133481524,0.0,192.0,0.0,978.4,825.5,180,0.5800604054362416,5.198497031265826,35748.0,0.4,41.719503284
389.9,5.247024072160486,0.0,145.9,3.1354942159291497,944.7,755.8,7,0.25202970716825523,2.0794415416798357,2729.2999999999997,0.3264812575574365,59.09498796
309.9,4.9684234452869465,4.720282993088596,167.8,3.139832617527748,913.9,651.2,28,0.2975704859448398,3.367295829986474,8677.199999999999,0.4504344741975528,38.215586251999994
339.0,0.0,0.0,185.0,0.0,1069.0,754.0,7,0.5457226977662921,2.0794415416798357,2373.0,0.0,21.160018439999998
181.9,5.612397912854348,0.0,185.7,0.0,1012.4,714.3,28,0.408401134629401,3.367295829986474,5093.2,0.5999560149549152,27.935499091999997
296.0,0.0,4.679349584162343,221.4,2.4423470353692043,819.2,778.4,28,0.5497889111053164,3.367295829986474,8288.0,0.2649615098087907,31.420110796000003
314.0,4.9856593080260785,4.73795129722191,178.9,2.1972245773362196,869.1,690.2,28,0.3124890775111078,3.367295829986474,8792.0,0.451528384279476,46.234192132
281.0,0.0,0.0,185.0,0.0,1104.0,774.0,28,0.6583629658945565,3.367295829986474,7868.0,0.0,22.435549039999998
425.0,4.675628649636653,0.0,153.5,2.8622008809294686,852.1,887.1,7,0.28891397912828953,2.0794415416798357,2975.0,0.2000752870318088,49.20100736
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,0.4685138421029259,3.367295829986474,11116.0,0.0,36.93522932
275.07,0.0,4.806885789888681,159.48,2.388762789235098,1053.6,777.5,56,0.402300580134691,4.04305126783455,15403.92,0.3061147268049039,56.847296199999995
284.0,2.772588722239781,4.955827057601261,179.0,1.8656293177945105,842.0,801.0,3,0.4068181725723143,1.3862943611198906,852.0,0.35454545454545455,13.395533715270679
337.9,5.247024072160486,0.0,174.9,2.3513752571634776,944.7,755.8,91,0.33194153858528114,4.5217885770490405,30748.899999999998,0.35870184095653823,67.79617508
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,28,0.6193548187304898,3.367295829986474,8680.0,0.0,27.827251359999998
190.34,0.0,4.837709458942664,161.85,2.3869262414277967,1088.1,802.59,56,0.5129627119370338,4.04305126783455,10659.04,0.39674188640973634,38.56239268
168.88,3.76630335107874,4.830311739964974,158.33,2.4706386779902956,1080.8,796.15,3,0.47213357769096237,1.3862943611198906,506.64,0.49640673922767253,7.3980774799999995
313.3,4.983606621708336,0.0,178.5,2.1972245773362196,867.2,824.0,28,0.38948286298313634,3.367295829986474,8772.4,0.31638664630154917,40.925226931999994
159.0,4.762173934797756,5.0106352940962555,175.0,2.772588722239781,953.0,720.0,28,0.412735839322268,3.367295829986474,4452.0,0.625,34.05
323.7,5.648269764725942,0.0,183.8,2.424802725718295,942.7,659.9,28,0.3030502835441009,3.367295829986474,9063.6,0.4662819455894477,74.69782984
212.52,0.0,4.618777189394308,159.32,2.2731562823032334,1007.8,903.59,3,0.5091885164374536,1.3862943611198906,637.5600000000001,0.3207836619898367,13.54130864
212.0,0.0,4.834534349115358,159.0,2.179286876649552,1085.4,799.54,28,0.4721182827923784,3.367295829986474,5936.0,0.37050893758536735,38.500339839999995
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,0.48549018338587757,2.0794415416798357,2677.5,0.0,24.065470304
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,28,0.5501432507122278,3.367295829986474,9772.0,0.0,32.72253096
469.0,4.772378104971998,0.0,137.8,3.502549875922443,852.1,840.5,7,0.23507334979404043,2.0794415416798357,3283.0,0.19993176390310474,54.896079119999996
273.0,0.0,4.51085950651685,199.0,2.4849066497880004,931.0,762.0,28,0.5482093512889986,3.367295829986474,7644.0,0.24793388429752067,32.23989776
238.05,0.0,4.555034116494294,186.66,2.0794415416798357,949.91,847.01,100,0.5619580755672544,4.61512051684126,23805.0,0.2833273121387283,44.298833
153.0,5.480638923341991,0.0,200.0,1.9459101490553132,1002.0,684.0,28,0.5102040686172432,3.367295829986474,4284.0,0.6096938775510204,26.8550902
331.0,0.0,0.0,192.0,0.0,978.0,825.0,7,0.5800604054362416,2.0794415416798357,2317.0,0.0,16.26473884
238.2,5.073923033332174,0.0,185.7,0.0,1040.6,734.3,28,0.4677581746156631,3.367295829986474,6669.599999999999,0.4,26.91369566
212.0,0.0,4.834534349115358,159.0,2.179286876649552,1085.4,799.54,56,0.4721182827923784,4.04305126783455,11872.0,0.37050893758536735,45.08483564
375.0,4.551769409260976,0.0,126.6,3.1945831322991562,852.1,992.6,28,0.27005118877877154,3.367295829986474,10500.0,0.2000853242320819,56.69561148
265.0,4.465908118654584,4.718498871295094,195.0,1.9459101490553132,833.0,790.0,28,0.42207791294203656,3.367295829986474,7420.0,0.4264069264069264,37.39
167.0,4.335982696172475,5.123963979403259,164.03,2.187174241482718,1007.3,770.1,28,0.40065949192331485,3.367295829986474,4676.0,0.5920859794821691,41.40992856
304.8,0.0,4.611152257665639,196.0,2.379546134130174,959.4,705.2,28,0.4846686329211516,3.367295829986474,8534.4,0.24629080118694363,30.12320644
255.5,5.143416405330075,0.0,185.7,0.0,1026.6,724.3,28,0.4361202340037521,3.367295829986474,7154.0,0.3999530295913575,32.051670812
450.1,3.9318256327243257,0.0,200.0,1.3862943611198906,1124.4,613.2,28,0.3999200079999998,3.367295829986474,12602.800000000001,0.09998000399920015,39.37597436
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,0.3999999916666669,1.3862943611198906,1440.0,0.0,24.404692496
525.0,0.0,0.0,189.0,0.0,1125.0,613.0,3,0.3599999931428573,1.3862943611198906,1575.0,0.0,33.79811352
146.0,5.159055299214529,0.0,182.0,1.3862943611198906,986.0,817.0,28,0.5705328974754578,3.367295829986474,4088.0,0.542319749216301,23.73865868
116.0,5.159055299214529,0.0,192.0,0.0,909.8,891.9,7,0.6643598386034658,2.0794415416798357,812.0,0.5986159169550173,10.089791784
475.0,4.785823685681349,0.0,181.1,2.2925347571405443,852.1,781.5,91,0.30498483824545575,4.5217885770490405,43225.0,0.20006736274840015,74.19451236
